id,dutch_address,documented_residence,current_age,own_income,total_income,total_assets,first_home_equity,eligible_other_assistance,imprisoned_or_detained,work_obligation_exemption,other_adults_in_household,children,has_partner
3685,true,true,52,1244,1244,12707,0,false,false,false,2,1,true
3686,true,true,35,362,1331,22519,0,false,false,false,0,0,true
3687,true,true,44,355,355,11140,0,false,false,true,0,1,false
3688,true,true,46,0,0,41071,0,false,false,false,0,1,false
3689,true,true,36,195,195,13771,0,false,false,false,1,2,true
3690,true,true,61,629,629,10089,0,false,false,false,1,2,false
3691,true,true,27,1052,1052,33155,0,false,false,false,1,1,false
3692,true,true,53,248,248,13128,0,false,false,false,2,2,false
3693,true,true,48,1315,2627,12928,0,false,false,false,1,1,true
3694,true,true,49,1215,2930,29828,458953,false,false,false,2,1,true
3695,true,true,51,805,805,17605,0,false,false,true,1,0,false
3696,false,true,58,0,0,19935,0,false,false,false,2,0,false
3697,true,true,59,0,0,6541,0,false,false,false,0,0,false
3698,true,true,59,2063,2905,17941,0,false,false,false,1,1,true
3699,true,true,54,0,0,22691,0,false,false,false,2,0,false
3700,true,true,48,0,0,42590,0,false,false,true,0,1,false
3701,false,true,52,0,381,10484,0,false,false,false,1,1,true
3702,true,true,39,545,545,35355,0,false,false,false,1,0,false
3703,true,true,44,439,439,11063,0,false,false,true,3,1,false
3704,false,true,63,0,429,8009,0,false,false,false,2,1,true
3705,true,true,45,1375,1375,11766,0,false,false,false,1,1,false
3706,true,true,51,761,761,18114,0,false,false,false,1,1,false
3707,true,true,39,211,211,20246,0,false,false,true,1,1,false
3708,true,true,63,1046,1046,20013,0,false,false,false,1,1,false
3709,true,true,37,0,442,40082,0,false,false,false,1,0,true
3710,true,true,38,0,0,23245,318226,false,false,false,1,2,true
3711,true,true,47,375,375,12931,0,false,false,false,1,2,true
3712,true,true,58,416,416,55241,0,false,false,false,1,0,false
3713,false,true,53,289,922,23143,0,false,false,false,0,1,true
3714,true,true,48,988,988,46047,0,false,false,false,1,1,false
3715,true,true,55,987,987,45186,0,false,false,false,0,0,true
3716,true,true,42,297,297,11359,0,false,false,true,0,1,false
3717,true,true,65,1538,1538,28511,0,false,false,true,1,0,false
3718,true,true,47,1698,1698,13832,0,false,false,false,2,0,false
3719,true,true,53,1253,1253,24525,0,false,false,true,0,0,false
3720,true,true,45,862,862,32205,0,false,false,false,0,1,false
3721,true,true,40,0,0,16937,0,false,false,false,1,1,false
3722,true,true,65,944,944,20616,0,false,false,false,3,0,false
3723,true,true,36,1221,2070,13615,0,false,false,false,0,1,true
3724,true,true,64,1369,1369,35750,0,false,false,false,1,0,false
3725,true,true,62,1933,1933,31593,0,false,false,false,0,0,false
3726,true,true,44,0,0,16914,0,false,false,true,0,1,false
3727,true,true,50,0,0,17110,0,false,false,false,0,0,false
3728,false,true,60,0,0,26991,0,false,false,false,1,1,false
3729,true,true,39,275,275,37315,0,false,false,true,1,1,false
3730,true,true,58,513,513,15358,0,false,false,false,1,1,false
3731,true,true,51,0,0,20836,0,false,false,true,0,1,false
3732,true,true,63,1212,1212,24627,0,false,false,true,1,0,false
3733,true,true,45,436,436,8265,0,false,false,true,0,0,false
3734,true,true,41,0,0,13121,0,false,false,false,2,2,false
3735,true,true,55,354,354,16774,0,false,false,true,0,1,false
3736,true,true,42,1367,2024,11549,0,false,false,false,2,1,true
3737,true,true,53,0,658,35352,0,false,false,true,0,0,true
3738,true,true,41,0,0,18951,369168,false,false,false,0,1,false
3739,true,true,45,580,580,19138,0,false,false,true,1,0,false
3740,true,true,42,384,384,19890,0,false,false,true,0,1,false
3741,true,true,61,597,1697,4898,0,false,false,true,2,1,true
3742,true,true,44,212,212,11082,0,false,false,false,0,0,false
3743,true,true,48,92,654,20354,0,false,false,false,2,0,true
3744,true,true,57,941,1814,18687,0,false,false,false,1,1,true
3745,true,true,27,664,664,18308,0,false,false,false,1,2,false
3746,true,true,51,0,0,37335,0,false,false,false,2,2,false
3747,true,true,33,1310,1310,29690,0,false,false,false,1,2,false
3748,true,true,37,886,1417,18856,0,false,false,false,1,1,true
3749,true,true,48,853,853,25909,0,false,false,false,0,0,false
3750,true,true,61,1193,1193,29712,453265,false,false,false,1,0,false
3751,true,true,54,994,994,8046,0,false,false,false,0,1,false
3752,true,true,66,0,0,19632,0,false,false,true,1,0,false
3753,true,true,30,909,909,22389,0,false,false,false,1,0,false
3754,true,true,55,982,982,5832,0,false,false,false,1,0,false
3755,true,true,61,1057,1057,21982,0,false,false,false,0,0,false
3756,true,true,53,1338,1338,26617,0,false,false,false,0,1,false
3757,true,true,26,0,0,18860,0,false,false,false,1,0,false
3758,true,true,46,420,420,30349,0,false,false,true,3,1,false
3759,true,true,62,1924,2186,31022,0,false,false,false,0,1,true
3760,true,true,51,548,548,13684,0,false,false,false,0,2,false
3761,true,true,23,691,691,20842,0,false,false,false,2,2,false
3762,true,true,47,336,336,14759,0,false,false,false,1,0,false
3763,true,true,41,1003,1003,13126,0,false,false,false,0,2,false
3764,true,true,45,828,1290,12156,0,false,false,false,3,2,true
3765,true,true,45,1123,1123,16916,0,false,false,false,1,1,false
3766,true,true,48,824,824,33646,0,false,false,false,0,0,false
3767,true,true,40,507,507,38795,0,false,false,false,2,1,false
3768,true,true,50,319,319,34465,0,false,false,false,0,1,false
3769,true,true,48,0,0,32672,369144,false,false,false,1,0,false
3770,true,true,54,412,412,14440,291505,false,false,false,0,1,false
3771,true,true,44,512,1573,17635,0,false,false,false,0,1,true
3772,true,true,61,0,416,29985,0,false,false,true,0,1,true
3773,true,true,58,0,1264,55731,0,false,false,false,0,0,true
3774,true,true,57,1309,1309,20716,0,false,false,false,2,1,true
3775,true,true,42,964,1667,28908,0,false,false,false,1,2,true
3776,true,true,61,0,813,34712,0,false,false,false,2,0,true
3777,true,true,54,906,1649,15408,0,false,false,true,1,1,true
3778,true,true,59,567,567,32660,0,false,false,true,0,0,false
3779,true,true,49,526,526,26896,0,false,false,false,1,0,false
3780,true,true,50,359,721,23001,0,false,false,true,0,0,true
3781,false,true,63,0,0,10467,0,false,false,true,0,1,true
3782,true,true,54,0,0,19895,0,false,false,true,1,0,false
3783,true,true,53,1072,1573,21779,0,false,false,false,2,0,true
3784,true,true,66,432,432,12557,0,false,false,false,1,1,false
3785,true,true,46,0,110,21167,0,false,false,false,0,1,true
3786,true,true,40,536,536,17733,0,false,false,false,1,1,false
3787,true,true,57,968,968,27528,0,false,false,false,1,1,false
3788,true,true,51,372,878,13200,0,false,false,false,1,1,true
3789,true,true,41,0,577,19837,0,false,false,false,0,0,true
3790,false,true,35,1132,1132,19946,0,false,false,false,0,0,false
3791,true,true,55,953,953,13585,0,false,false,false,0,0,false
3792,true,true,48,936,936,6817,0,false,false,false,0,2,false
3793,true,true,55,0,1011,19783,0,false,false,false,1,0,true
3794,true,true,41,747,747,26367,0,false,false,false,1,1,false
3795,true,true,54,1502,1502,32708,0,false,false,false,0,2,false
3796,true,true,47,0,0,17099,0,false,false,false,0,0,false
3797,true,true,61,1017,1017,24613,0,false,false,false,0,0,false
3798,true,true,24,584,584,35526,448286,false,false,false,1,1,false
3799,true,true,48,918,918,20150,0,false,false,false,1,0,false
3800,true,true,45,1932,3668,31992,0,false,false,false,1,0,true
3801,true,true,49,378,378,10633,0,false,false,false,0,2,false
3802,true,true,24,400,400,23695,0,false,false,true,1,1,false
3803,true,true,58,1106,1106,20777,0,false,false,false,1,1,false
3804,true,true,32,600,600,28060,0,false,false,true,1,1,false
3805,true,true,51,0,0,21664,0,false,false,false,1,0,false
3806,true,true,34,1170,1170,21686,0,false,false,false,1,1,false
3807,true,true,53,0,1040,12658,328541,false,false,true,0,1,true
3808,true,true,60,124,124,39002,0,false,false,false,2,1,false
3809,true,true,62,557,557,15118,0,false,false,false,0,1,true
3810,true,true,46,1031,1031,27223,0,false,false,true,2,0,false
3811,true,true,35,966,966,23665,0,false,false,false,0,1,false
3812,true,true,53,666,666,14140,0,false,false,true,1,0,false
3813,true,true,39,0,790,20221,0,false,false,false,0,0,true
3814,true,true,57,475,1593,19895,0,false,false,false,1,0,true
3815,true,true,53,470,934,19758,0,false,false,false,0,2,true
3816,true,true,58,1060,1060,27865,0,false,false,false,1,1,false
3817,true,true,55,999,999,6072,0,false,false,false,0,1,true
3818,true,true,54,0,0,25442,187650,false,false,false,1,1,false
3819,true,true,31,459,459,33016,0,false,false,false,1,0,false
3820,true,true,60,431,1953,20022,0,false,false,false,0,0,true
3821,true,true,55,773,773,21814,453046,false,false,false,1,1,false
3822,true,true,53,0,0,27798,0,false,false,false,1,0,false
3823,true,true,31,1596,1596,16353,0,false,false,false,0,0,false
3824,true,true,66,134,225,23581,0,false,false,false,2,0,true
3825,true,true,41,1394,1394,11813,0,false,false,false,0,0,false
3826,true,true,59,649,649,13840,0,false,false,false,1,1,false
3827,true,true,53,0,0,4893,0,false,false,false,1,2,false
3828,true,true,31,0,0,34954,0,false,false,false,1,0,false
3829,true,true,42,799,799,7651,0,false,false,true,1,0,false
3830,true,true,36,303,303,26789,0,false,false,true,1,1,false
3831,true,true,51,0,0,29503,0,false,false,false,0,0,false
3832,true,true,39,943,943,10222,0,false,false,false,1,1,false
3833,true,true,63,1346,2575,21201,0,false,false,true,3,0,true
3834,true,true,57,0,0,15436,0,false,false,false,1,1,true
3835,true,true,52,488,488,19591,0,false,false,false,2,0,false
3836,true,true,59,0,0,21199,0,false,false,false,0,0,false
3837,true,true,61,0,0,65186,416017,false,false,false,0,1,false
3838,false,true,51,1213,2331,27611,0,false,false,false,2,2,true
3839,true,true,58,819,819,12078,0,false,false,true,1,2,true
3840,true,true,66,1210,1210,8568,0,false,false,false,0,0,false
3841,true,true,54,206,206,14759,0,false,false,false,1,0,false
3842,true,true,62,1052,1052,18900,0,false,false,false,2,0,false
3843,true,true,65,314,513,23042,0,false,false,true,0,0,true
3844,true,true,43,598,598,3311,0,false,false,false,2,1,true
3845,true,true,49,550,550,21051,0,false,false,true,0,0,false
3846,true,true,35,0,0,17574,0,false,false,false,1,0,false
3847,true,true,40,901,901,10568,0,false,false,false,1,1,false
3848,true,true,35,504,504,27705,0,false,false,false,0,2,false
3849,true,true,53,820,820,15082,0,false,false,false,0,0,false
3850,true,true,50,488,488,16303,0,false,false,true,0,1,false
3851,true,true,52,738,1537,21473,0,false,false,false,2,0,true
3852,true,true,42,233,233,29527,0,false,false,false,2,0,false
3853,true,true,28,444,1285,24683,0,false,false,false,1,1,true
3854,false,true,47,637,1423,24734,0,false,false,false,1,1,true
3855,true,true,54,428,428,5834,0,false,false,false,1,0,false
3856,true,true,52,0,861,25773,0,false,false,false,1,1,true
3857,true,true,46,0,590,9219,0,false,false,false,1,1,true
3858,true,true,51,1337,1337,22250,0,false,false,true,0,1,false
3859,true,true,29,0,0,7470,0,false,false,true,0,1,false
3860,true,true,58,0,0,12107,0,false,false,false,2,1,false
3861,true,true,55,881,881,36146,382600,false,false,false,0,0,false
3862,false,true,43,1170,1170,7952,0,false,false,true,1,0,false
3863,true,true,61,275,275,22040,0,false,false,true,1,0,false
3864,true,true,57,0,0,26246,0,false,false,true,0,1,false
3865,true,true,45,659,659,32727,0,false,false,false,2,1,false
3866,true,true,42,0,0,28739,0,false,false,true,0,1,false
3867,true,true,43,601,1674,8296,0,false,false,false,3,2,true
3868,true,true,43,663,663,13129,0,false,false,false,2,0,false
3869,true,true,37,0,0,18159,0,false,false,true,0,2,false
3870,true,true,44,0,0,21941,492502,false,false,false,0,0,false
3871,true,true,54,1281,1281,28299,0,false,false,true,1,2,false
3872,true,true,39,0,216,24435,0,false,false,true,2,0,true
3873,true,true,66,769,769,39047,0,false,false,true,1,1,false
3874,false,true,59,599,599,8537,0,false,false,true,0,1,true
3875,true,true,43,1271,3094,13456,0,false,false,false,0,1,true
3876,false,true,64,0,0,10625,0,false,false,false,0,1,false
3877,true,true,57,1065,1065,8779,0,false,false,true,0,1,false
3878,true,true,27,366,366,19050,0,false,false,true,1,2,false
3879,true,true,31,396,396,15159,0,false,false,false,2,1,false
3880,true,true,60,486,486,11271,0,false,false,false,1,0,false
3881,true,true,46,1425,1425,29820,0,false,false,false,1,1,false
3882,true,true,67,246,246,10375,0,false,false,false,0,0,false
3883,true,true,55,222,663,17591,0,false,false,true,1,0,true
3884,true,true,64,370,370,14143,0,false,false,true,0,1,false
3885,true,true,45,565,565,10730,0,false,false,true,1,0,false
3886,true,true,60,1324,1324,22085,0,false,false,true,0,2,false
3887,true,true,35,1015,1015,14314,0,false,false,false,0,1,false
3888,true,true,58,810,810,16750,0,false,false,false,1,0,false
3889,true,true,34,1802,1802,23835,0,false,false,false,1,1,false
3890,true,true,61,968,1457,6013,0,false,false,false,1,1,true
3891,true,true,42,923,923,16702,0,false,false,false,0,0,false
3892,true,true,54,629,629,19689,0,false,false,false,0,1,false
3893,true,true,57,0,0,37673,0,false,false,true,3,0,false
3894,true,true,37,558,558,20125,0,false,false,false,2,0,true
3895,true,true,47,488,488,16697,0,false,false,false,1,1,false
3896,true,true,60,252,252,18763,0,false,false,false,0,1,true
3897,true,true,48,578,578,21937,0,false,false,false,1,2,false
3898,true,true,45,0,1172,14620,0,false,false,false,1,0,true
3899,true,true,51,714,714,25414,0,false,false,false,1,0,false
3900,true,true,52,1533,2186,14919,0,false,false,false,0,0,true
3901,true,true,43,0,0,18380,0,false,false,false,1,0,false
3902,true,true,35,805,805,25232,0,false,false,true,0,2,false
3903,true,true,43,930,930,4438,0,false,false,false,1,1,false
3904,true,true,51,1204,1204,10362,0,false,false,false,1,1,false
3905,true,true,33,976,976,20110,0,false,false,false,2,1,false
3906,true,true,60,0,0,32388,0,false,false,false,0,0,false
3907,true,true,30,0,0,22824,0,false,false,true,1,1,false
3908,true,true,59,586,586,32119,0,false,false,false,0,1,false
3909,true,true,60,620,620,13462,0,false,false,false,1,0,false
3910,true,true,35,0,0,5945,0,false,false,false,2,2,false
3911,true,true,59,320,320,23291,0,false,false,true,1,0,false
3912,true,true,61,0,0,17440,0,false,false,false,0,0,false
3913,true,true,46,0,552,23329,0,false,false,true,2,1,true
3914,true,true,47,0,0,10921,0,false,false,false,0,1,false
3915,true,true,62,764,764,14108,328138,false,false,false,1,0,false
3916,true,true,67,884,884,16599,0,false,false,false,1,1,false
3917,true,true,52,0,0,20907,0,false,false,false,1,1,false
3918,true,true,40,720,1117,23612,0,false,false,false,0,1,true
3919,true,true,54,0,0,18686,0,false,false,false,1,1,false
3920,true,true,46,507,1267,8101,189281,false,false,true,0,1,true
3921,true,true,34,761,761,22690,0,false,false,false,1,1,false
3922,true,true,58,0,0,10809,0,false,false,false,1,1,true
3923,true,true,56,721,721,35283,0,false,false,true,1,2,false
3924,true,true,31,1003,1003,27904,0,false,false,false,3,1,false
3925,true,true,52,501,501,19272,473639,false,false,false,2,0,false
3926,true,true,63,956,956,16575,0,false,false,false,1,0,false
3927,true,true,47,0,0,6394,226872,false,false,false,2,0,false
3928,true,true,48,252,531,22667,0,false,false,false,1,0,true
3929,true,true,48,808,1963,15292,0,false,false,false,0,1,true
3930,true,true,40,799,799,15279,0,false,false,false,1,1,false
3931,true,true,58,893,893,17796,0,false,false,true,1,0,false
3932,true,true,59,609,609,6410,0,false,false,false,1,0,false
3933,true,true,42,1329,1881,30657,0,false,false,false,1,1,true
3934,true,true,64,643,643,13374,0,false,false,false,0,0,false
3935,true,true,61,593,1189,20828,0,false,false,false,0,1,true
3936,true,true,25,560,560,30832,0,false,false,false,1,1,true
3937,true,true,57,0,0,19184,0,false,false,false,2,0,false
3938,true,true,35,700,700,65336,0,false,false,true,0,1,false
3939,true,true,53,0,0,16020,0,false,false,false,1,1,false
3940,true,true,51,0,1208,11613,0,false,false,false,1,0,true
3941,true,true,57,658,658,18948,0,false,false,false,1,0,false
3942,true,true,33,688,688,25074,0,false,false,true,0,1,false
3943,true,true,47,931,1840,12946,0,false,false,false,0,1,true
3944,false,true,43,1007,1960,6571,0,false,false,false,0,2,true
3945,true,true,45,647,647,23053,260745,false,false,false,2,1,false
3946,true,true,36,588,588,10032,0,false,false,false,0,1,false
3947,true,true,50,349,349,16015,0,false,false,false,0,1,true
3948,true,true,52,763,763,24271,351976,false,false,false,0,0,true
3949,true,true,48,671,671,18833,0,false,false,false,2,0,false
3950,true,true,49,404,404,17970,0,false,false,true,0,0,false
3951,true,true,64,436,2055,9216,0,false,false,false,1,0,true
3952,true,true,50,357,357,26689,0,false,false,false,1,1,false
3953,true,true,58,2353,2353,29005,0,false,false,false,0,0,false
3954,true,true,35,0,1297,27762,0,false,false,true,0,1,true
3955,true,true,60,709,709,21771,0,false,false,true,2,1,false
3956,true,true,61,451,451,26093,0,false,false,true,0,1,false
3957,true,true,62,0,0,18770,0,false,false,false,1,1,false
3958,true,true,63,509,509,3534,0,false,false,false,0,1,false
3959,true,true,44,1875,1875,12598,0,false,false,true,1,1,true
3960,true,true,46,0,0,36636,0,false,false,false,1,1,false
3961,true,true,52,318,318,20633,0,false,false,true,0,1,false
3962,true,true,31,1215,1215,23922,0,false,false,false,0,1,false
3963,true,true,56,1162,1162,5964,0,false,false,true,1,0,false
3964,true,true,55,0,884,19630,0,false,false,false,1,2,true
3965,true,true,43,740,740,16443,0,false,false,false,0,0,false
3966,true,true,43,432,432,24999,0,false,false,true,1,2,false
3967,true,true,31,0,402,38448,342063,false,false,false,0,1,true
3968,true,true,28,842,842,8775,0,false,false,false,2,3,false
3969,true,true,62,1221,1221,43457,362112,false,false,true,1,0,false
3970,true,true,56,0,0,17108,0,false,false,true,1,0,false
3971,true,true,42,0,0,19376,0,false,false,false,0,1,false
3972,true,true,41,1742,2502,21014,323978,false,false,false,0,1,true
3973,true,true,37,391,391,10520,0,false,false,false,1,2,false
3974,false,true,47,0,0,16702,0,false,false,true,1,1,false
3975,true,true,52,1022,2077,17957,0,false,false,false,2,2,true
3976,true,true,53,608,608,8407,212883,false,false,false,0,2,true
3977,true,true,53,1116,1116,22877,0,false,false,false,2,1,false
3978,true,true,32,0,1302,13105,0,false,false,false,0,1,true
3979,true,true,50,0,0,18135,0,false,false,false,1,1,false
3980,true,true,41,389,389,21066,0,false,false,false,0,1,false
3981,true,true,59,0,1670,9481,0,false,false,true,1,1,true
3982,false,true,54,837,837,35201,0,false,false,false,0,0,false
3983,false,true,32,307,307,16925,0,false,false,false,2,1,false
3984,true,true,57,1214,2055,22357,0,false,false,false,2,1,true
3985,true,true,35,0,0,18888,0,false,false,false,0,2,false
3986,true,true,61,1264,1264,37710,0,false,false,false,1,1,false
3987,true,true,61,0,0,22969,0,false,false,false,2,1,false
3988,true,true,52,455,455,8057,0,false,false,false,2,1,false
3989,false,true,43,0,0,32738,0,false,false,true,0,1,false
3990,true,true,61,1627,2442,7310,0,false,false,true,2,0,true
3991,true,true,19,676,986,11629,0,false,false,false,1,0,true
3992,true,true,54,0,0,17326,0,false,false,true,1,0,false
3993,true,true,53,857,857,32260,0,false,false,false,1,1,false
3994,true,true,53,525,525,19804,0,false,false,false,1,1,false
3995,true,true,43,945,945,7762,281925,false,false,false,0,1,false
3996,true,true,55,494,494,9353,0,false,false,false,1,0,false
3997,true,true,55,456,456,32708,0,false,false,true,2,1,false
3998,true,true,54,907,907,41309,0,false,false,true,1,2,false
3999,true,true,57,0,0,17327,0,false,false,false,0,0,false
4000,true,true,64,0,0,42845,0,false,false,false,1,1,false
4001,true,true,50,1704,1704,13983,0,false,false,false,1,0,false
4002,true,true,51,0,1120,41899,0,false,false,true,1,0,true
4003,true,true,55,702,702,17266,0,false,false,false,1,1,false
4004,false,true,48,704,1378,10951,0,false,false,true,1,1,true
4005,true,true,39,460,460,35169,0,false,false,false,2,1,false
4006,true,true,45,949,1895,17676,0,false,false,false,3,3,true
4007,true,true,62,917,917,42920,0,false,false,false,0,0,true
4008,true,true,48,562,562,18272,0,false,false,false,0,1,true
4009,true,true,48,0,1509,19264,0,false,false,false,0,1,true
4010,true,true,60,0,0,13015,0,false,false,false,1,1,false
4011,true,true,55,188,764,18832,0,false,false,false,1,0,true
4012,true,true,51,0,931,7222,0,false,false,false,0,2,true
4013,true,true,61,892,892,13397,0,false,false,false,0,0,false
4014,true,true,34,0,0,16640,0,false,false,false,2,2,false
4015,true,true,36,452,452,18425,0,false,false,false,0,1,false
4016,true,true,55,0,0,16257,0,false,false,false,1,1,false
4017,true,true,50,1190,1190,16160,0,false,false,true,0,2,false
4018,true,true,49,661,661,16350,0,false,false,true,1,1,false
4019,true,true,34,0,0,19539,385985,false,false,false,1,1,false
4020,true,true,52,1295,1295,10747,0,false,false,true,1,1,true
4021,true,true,56,214,214,14492,0,false,false,false,2,2,false
4022,true,true,62,0,0,19304,0,false,false,true,0,0,false
4023,true,true,39,984,984,12317,0,false,false,false,0,0,false
4024,true,true,61,1224,1224,10976,0,false,false,true,1,2,false
4025,true,true,39,1038,2108,18717,0,false,false,false,2,1,true
4026,true,true,51,396,396,18391,0,false,false,false,1,1,false
4027,true,true,62,414,414,23821,0,false,false,false,2,1,false
4028,true,true,62,0,0,6119,0,false,false,false,0,0,false
4029,true,true,61,601,601,17296,0,false,false,false,1,0,false
4030,true,true,50,221,221,41541,0,false,false,false,0,0,false
4031,true,true,60,950,950,24437,0,false,false,false,2,1,false
4032,true,true,36,1186,1186,17992,0,false,false,false,1,0,false
4033,true,true,61,1401,1401,23010,0,false,false,true,1,1,false
4034,true,true,58,799,799,15267,412217,false,false,false,0,1,false
4035,true,true,48,1062,1062,19833,0,false,false,false,1,0,false
4036,true,true,39,1136,1688,8707,394954,false,false,false,0,2,true
4037,true,true,51,1116,1116,27060,0,false,false,false,2,0,false
4038,true,true,55,475,475,21353,0,false,false,true,0,3,false
4039,true,true,59,1104,1104,15618,0,false,false,false,3,1,false
4040,true,true,50,376,376,9527,0,false,false,false,1,0,false
4041,true,true,37,0,932,14755,0,false,false,false,2,1,true
4042,true,true,54,739,739,25966,0,false,false,true,1,1,false
4043,true,true,48,546,546,27967,0,false,false,true,1,0,false
4044,true,true,59,916,916,15658,0,false,false,false,1,0,false
4045,true,true,53,0,0,25958,0,false,false,true,1,0,false
4046,true,true,40,0,0,18936,0,false,false,false,1,1,false
4047,true,true,51,1191,1535,13564,0,false,false,false,1,0,true
4048,true,true,48,1116,1116,18323,0,false,false,false,0,2,false
4049,true,true,36,0,502,9319,0,false,false,false,0,1,true
4050,true,true,60,0,0,13502,0,false,false,false,1,1,false
4051,true,true,43,1369,1369,18267,0,false,false,false,0,0,false
4052,true,true,52,638,638,24380,0,false,false,false,1,2,false
4053,true,true,26,361,361,9221,0,false,false,false,2,1,false
4054,true,true,49,1048,1048,9890,0,false,false,false,0,2,false
4055,true,true,66,1058,1058,9228,0,false,false,false,1,1,false
4056,false,true,34,0,0,18427,0,false,false,false,1,1,false
4057,true,true,50,544,544,26268,347971,false,false,false,1,0,false
4058,true,true,65,0,0,37102,0,false,false,true,0,1,false
4059,true,true,40,629,629,20345,0,false,false,true,1,0,false
4060,true,true,49,659,659,19003,0,false,false,false,1,2,false
4061,true,true,45,0,0,11474,0,false,false,false,0,1,false
4062,true,true,56,1359,1359,26168,0,false,false,false,1,0,true
4063,true,true,55,1259,1972,16996,0,false,false,false,0,0,true
4064,true,true,55,0,0,18442,0,false,false,false,2,0,false
4065,true,true,51,0,0,20379,0,false,false,true,0,0,false
4066,true,true,36,641,2493,27036,0,false,false,true,1,1,true
4067,true,true,34,0,0,11930,0,false,false,false,1,1,false
4068,true,true,43,1447,1447,25457,0,false,false,false,1,1,false
4069,true,true,39,1147,3015,25728,0,false,false,false,0,0,true
4070,true,true,49,521,521,24796,0,false,false,false,0,1,false
4071,true,true,49,949,949,24064,0,false,false,true,0,2,false
4072,true,true,52,455,904,6031,0,false,false,true,1,1,true
4073,true,true,49,1112,1112,23832,0,false,false,true,0,1,true
4074,true,true,57,0,0,18807,0,false,false,false,1,1,false
4075,true,true,50,0,0,20964,0,false,false,false,0,0,false
4076,true,true,43,713,1745,20464,0,false,false,false,0,1,true
4077,true,true,53,675,675,20148,0,false,false,true,0,0,false
4078,true,true,51,682,682,18167,415678,false,false,true,0,0,true
4079,true,true,59,527,527,27553,0,false,false,false,0,1,false
4080,true,true,25,731,731,38234,0,false,false,false,1,2,false
4081,true,true,61,628,628,22542,0,false,false,false,2,0,false
4082,true,true,52,1220,1220,23018,0,false,false,false,1,0,false
4083,true,true,55,0,392,16173,0,false,false,false,2,1,true
4084,true,true,51,305,305,25885,0,false,false,true,1,0,false
4085,true,true,33,0,0,45754,0,false,false,true,2,1,false
4086,true,true,47,738,738,45006,0,false,false,true,0,0,false
4087,true,true,38,219,450,14572,0,false,false,false,1,1,true
4088,true,true,51,0,0,8779,0,false,false,false,2,0,false
4089,true,true,66,1053,1541,5759,0,false,false,false,0,0,true
4090,true,true,65,1481,1481,15461,416009,false,false,false,3,0,false
4091,true,true,60,294,294,22662,0,false,false,false,0,0,false
4092,true,true,62,320,320,25502,0,false,false,true,1,2,false
4093,true,true,56,176,176,21420,0,false,false,false,0,0,false
4094,true,true,58,730,730,30294,395235,false,false,true,1,0,false
4095,true,true,44,0,0,19969,361183,false,false,true,2,1,false
4096,true,true,50,379,727,19768,0,false,false,false,1,1,true
4097,true,true,48,1277,2445,45117,0,false,false,false,0,2,true
4098,true,true,54,0,644,49069,0,false,false,false,1,1,true
4099,true,true,59,0,0,24220,0,false,false,false,1,0,false
4100,true,true,40,0,1125,35550,0,false,false,false,0,1,true
4101,true,true,52,587,2182,20145,0,false,false,false,1,0,true
4102,false,true,61,0,0,21544,0,false,false,false,1,0,false
4103,true,true,52,0,0,5193,0,false,false,false,0,2,false
4104,true,true,35,1277,2020,29224,0,false,false,false,0,1,true
4105,true,true,40,813,813,15067,0,false,false,true,2,1,false
4106,true,true,32,0,0,17799,0,false,false,false,0,1,false
4107,true,true,44,0,0,7653,0,false,false,false,0,0,true
4108,true,true,37,376,376,12865,0,false,false,false,0,1,false
4109,true,true,61,0,1262,27205,0,false,false,false,1,1,true
4110,true,true,53,531,531,31523,0,false,false,false,0,2,false
4111,true,true,53,0,465,6086,0,false,false,true,1,1,true
4112,true,true,62,820,820,5859,0,false,false,false,0,0,false
4113,true,true,50,0,0,13204,0,false,false,true,1,0,false
4114,true,true,49,763,763,22532,0,false,false,false,2,1,false
4115,true,true,61,212,212,12092,0,false,false,false,0,1,false
4116,true,true,24,830,830,54879,0,false,false,false,0,1,false
4117,true,true,64,1132,1132,7920,0,false,false,false,0,0,false
4118,true,true,63,752,752,45602,0,false,false,false,0,0,false
4119,true,true,58,627,2303,13175,0,false,false,false,1,0,true
4120,true,true,50,1211,1211,25640,0,false,false,false,1,1,false
4121,true,true,39,0,0,25025,348393,false,false,false,1,0,true
4122,true,true,44,605,1384,29495,0,false,false,false,1,2,true
4123,true,true,53,624,624,10833,0,false,false,false,0,0,false
4124,false,true,43,276,276,10960,0,false,false,false,1,1,false
4125,true,true,58,1362,1362,31112,415142,false,false,false,1,2,false
4126,true,true,48,351,351,18803,0,false,false,false,1,0,false
4127,true,true,54,0,0,36679,0,false,false,false,0,0,false
4128,true,true,57,1366,1366,18995,0,false,false,true,1,1,false
4129,false,true,46,343,343,11887,0,false,false,true,1,2,true
4130,true,true,33,374,374,15115,323039,false,false,false,2,2,false
4131,true,true,50,0,0,19586,0,false,false,true,0,2,false
4132,true,true,39,1697,2204,17593,0,false,false,true,2,2,true
4133,true,true,61,0,0,16192,0,false,false,false,0,1,false
4134,false,true,63,668,668,14971,0,false,false,true,1,2,false
4135,true,true,63,706,2460,37069,0,false,false,false,0,2,true
4136,true,true,57,922,922,11268,0,false,false,false,0,0,false
4137,true,true,50,418,418,37789,0,false,false,false,0,1,false
4138,true,true,42,541,541,35178,0,false,false,false,1,1,false
4139,true,true,49,469,469,31829,0,false,false,true,0,1,false
